t_s,q_NB_w,q_NB_x,q_NB_y,q_NB_z,omega_BN_B_x_radps,omega_BN_B_y_radps,omega_BN_B_z_radps,H_B_x_Nms,H_B_y_Nms,H_B_z_Nms,H_I_x_Nms,H_I_y_Nms,H_I_z_Nms,H_I_mag_Nms,KE_rot_J
51.31,0.808397,0.198566,0.553719,-0.0214604,0.0187817,0.09762,0.20044,0.187817,1.4643,4.00881,4,-6.35048e-14,1.5,4.272,0.475
51.32,0.808129,0.199207,0.553912,-0.0206052,0.0186839,0.097645,0.200436,0.186839,1.46468,4.00872,4,-6.41709e-14,1.5,4.272,0.475
51.33,0.80786,0.199848,0.554105,-0.0197496,0.018586,0.0976699,0.200431,0.18586,1.46505,4.00863,4,-6.35048e-14,1.5,4.272,0.475
51.34,0.807591,0.200487,0.554297,-0.0188937,0.0184881,0.0976947,0.200427,0.184881,1.46542,4.00854,4,-6.37268e-14,1.5,4.272,0.475
51.35,0.80732,0.201126,0.554489,-0.0180376,0.0183902,0.0977193,0.200422,0.183902,1.46579,4.00845,4,-6.35048e-14,1.5,4.272,0.475
51.36,0.807048,0.201765,0.55468,-0.0171811,0.0182923,0.0977438,0.200418,0.182923,1.46616,4.00836,4,-6.35048e-14,1.5,4.272,0.475
51.37,0.806775,0.202402,0.55487,-0.0163244,0.0181943,0.0977682,0.200413,0.181943,1.46652,4.00827,4,-6.37268e-14,1.5,4.272,0.475
51.38,0.806501,0.203039,0.55506,-0.0154673,0.0180963,0.0977924,0.200409,0.180963,1.46689,4.00818,4,-6.37268e-14,1.5,4.272,0.475
51.39,0.806226,0.203676,0.555249,-0.01461,0.0179983,0.0978166,0.200405,0.179983,1.46725,4.00809,4,-6.39488e-14,1.5,4.272,0.475
51.4,0.805951,0.204312,0.555438,-0.0137523,0.0179003,0.0978405,0.2004,0.179003,1.46761,4.008,4,-6.39488e-14,1.5,4.272,0.475
51.41,0.805674,0.204947,0.555626,-0.0128944,0.0178023,0.0978644,0.200396,0.178023,1.46797,4.00792,4,-6.41709e-14,1.5,4.272,0.475
51.42,0.805396,0.205581,0.555813,-0.0120361,0.0177042,0.0978881,0.200391,0.177042,1.46832,4.00783,4,-6.39488e-14,1.5,4.272,0.475
51.43,0.805118,0.206215,0.556,-0.0111776,0.0176061,0.0979117,0.200387,0.176061,1.46868,4.00774,4,-6.41709e-14,1.5,4.272,0.475
51.44,0.804838,0.206848,0.556186,-0.0103187,0.017508,0.0979351,0.200383,0.17508,1.46903,4.00766,4,-6.39488e-14,1.5,4.272,0.475
51.45,0.804557,0.20748,0.556372,-0.00945962,0.0174099,0.0979585,0.200379,0.174099,1.46938,4.00757,4,-6.37268e-14,1.5,4.272,0.475
51.46,0.804276,0.208112,0.556557,-0.0086002,0.0173117,0.0979817,0.200374,0.173117,1.46972,4.00749,4,-6.41709e-14,1.5,4.272,0.475
51.47,0.803993,0.208743,0.556741,-0.00774049,0.0172135,0.0980047,0.20037,0.172135,1.47007,4.0074,4,-6.39488e-14,1.5,4.272,0.475
51.48,0.80371,0.209374,0.556925,-0.00688049,0.0171153,0.0980277,0.200366,0.171153,1.47041,4.00732,4,-6.43929e-14,1.5,4.272,0.475
51.49,0.803425,0.210003,0.557109,-0.00602021,0.0170171,0.0980504,0.200362,0.170171,1.47076,4.00723,4,-6.4837e-14,1.5,4.272,0.475
51.5,0.80314,0.210633,0.557291,-0.00515963,0.0169189,0.0980731,0.200357,0.169189,1.4711,4.00715,4,-6.41709e-14,1.5,4.272,0.475
51.51,0.802853,0.211261,0.557473,-0.00429877,0.0168206,0.0980956,0.200353,0.168206,1.47143,4.00707,4,-6.43929e-14,1.5,4.272,0.475
51.52,0.802566,0.211889,0.557655,-0.00343762,0.0167223,0.098118,0.200349,0.167223,1.47177,4.00698,4,-6.4615e-14,1.5,4.272,0.475
51.53,0.802278,0.212516,0.557836,-0.00257619,0.016624,0.0981403,0.200345,0.16624,1.4721,4.0069,4,-6.4615e-14,1.5,4.272,0.475
51.54,0.801988,0.213142,0.558016,-0.00171447,0.0165257,0.0981625,0.200341,0.165257,1.47244,4.00682,4,-6.4837e-14,1.5,4.272,0.475
51.55,0.801698,0.213768,0.558196,-0.000852467,0.0164274,0.0981845,0.200337,0.164274,1.47277,4.00674,4,-6.43929e-14,1.5,4.272,0.475
51.56,0.801407,0.214393,0.558375,9.81874e-06,0.016329,0.0982063,0.200333,0.16329,1.47309,4.00666,4,-6.4615e-14,1.5,4.272,0.475
51.57,0.801115,0.215017,0.558553,0.000872386,0.0162306,0.0982281,0.200329,0.162306,1.47342,4.00658,4,-6.4615e-14,1.5,4.272,0.475
51.58,0.800822,0.215641,0.558731,0.00173523,0.0161322,0.0982497,0.200325,0.161322,1.47375,4.0065,4,-6.4837e-14,1.5,4.272,0.475
51.59,0.800528,0.216264,0.558908,0.00259836,0.0160338,0.0982712,0.200321,0.160338,1.47407,4.00642,4,-6.4837e-14,1.5,4.272,0.475
51.6,0.800233,0.216887,0.559085,0.00346177,0.0159354,0.0982925,0.200317,0.159354,1.47439,4.00634,4,-6.50591e-14,1.5,4.272,0.475
51.61,0.799937,0.217508,0.559261,0.00432546,0.0158369,0.0983137,0.200313,0.158369,1.47471,4.00627,4,-6.4837e-14,1.5,4.272,0.475
51.62,0.79964,0.218129,0.559436,0.00518942,0.0157385,0.0983348,0.200309,0.157385,1.47502,4.00619,4,-6.4837e-14,1.5,4.272,0.475
51.63,0.799342,0.21875,0.559611,0.00605366,0.01564,0.0983558,0.200306,0.1564,1.47534,4.00611,4,-6.4615e-14,1.5,4.272,0.475
51.64,0.799043,0.219369,0.559785,0.00691818,0.0155414,0.0983766,0.200302,0.155414,1.47565,4.00603,4,-6.4837e-14,1.5,4.272,0.475
51.65,0.798743,0.219988,0.559959,0.00778297,0.0154429,0.0983973,0.200298,0.154429,1.47596,4.00596,4,-6.43929e-14,1.5,4.272,0.475
51.66,0.798442,0.220607,0.560132,0.00864803,0.0153444,0.0984178,0.200294,0.153444,1.47627,4.00588,4,-6.43929e-14,1.5,4.272,0.475
51.67,0.798141,0.221224,0.560304,0.00951337,0.0152458,0.0984382,0.20029,0.152458,1.47657,4.00581,4,-6.4615e-14,1.5,4.272,0.475
51.68,0.797838,0.221841,0.560476,0.010379,0.0151472,0.0984585,0.200287,0.151472,1.47688,4.00573,4,-6.41709e-14,1.5,4.272,0.475
51.69,0.797534,0.222457,0.560647,0.0112449,0.0150486,0.0984787,0.200283,0.150486,1.47718,4.00566,4,-6.43929e-14,1.5,4.272,0.475
51.7,0.79723,0.223073,0.560818,0.012111,0.01495,0.0984987,0.200279,0.1495,1.47748,4.00558,4,-6.43929e-14,1.5,4.272,0.475
51.71,0.796924,0.223688,0.560987,0.0129774,0.0148513,0.0985186,0.200276,0.148513,1.47778,4.00551,4,-6.4615e-14,1.5,4.272,0.475
51.72,0.796618,0.224302,0.561157,0.0138441,0.0147526,0.0985384,0.200272,0.147526,1.47808,4.00544,4,-6.41709e-14,1.5,4.272,0.475
51.73,0.796311,0.224916,0.561325,0.0147111,0.014654,0.098558,0.200268,0.14654,1.47837,4.00536,4,-6.43929e-14,1.5,4.272,0.475
51.74,0.796002,0.225528,0.561493,0.0155783,0.0145553,0.0985775,0.200265,0.145553,1.47866,4.00529,4,-6.43929e-14,1.5,4.272,0.475
51.75,0.795693,0.22614,0.56166,0.0164458,0.0144565,0.0985969,0.200261,0.144565,1.47895,4.00522,4,-6.43929e-14,1.5,4.272,0.475
51.76,0.795383,0.226752,0.561827,0.0173135,0.0143578,0.0986161,0.200258,0.143578,1.47924,4.00515,4,-6.41709e-14,1.5,4.272,0.475
51.77,0.795072,0.227363,0.561993,0.0181815,0.0142591,0.0986352,0.200254,0.142591,1.47953,4.00508,4,-6.4837e-14,1.5,4.272,0.475
51.78,0.79476,0.227973,0.562159,0.0190498,0.0141603,0.0986542,0.20025,0.141603,1.47981,4.00501,4,-6.4615e-14,1.5,4.272,0.475
51.79,0.794447,0.228582,0.562323,0.0199183,0.0140615,0.098673,0.200247,0.140615,1.4801,4.00494,4,-6.43929e-14,1.5,4.272,0.475
51.8,0.794133,0.229191,0.562488,0.0207871,0.0139627,0.0986917,0.200244,0.139627,1.48038,4.00487,4,-6.4615e-14,1.5,4.272,0.475
51.81,0.793818,0.229799,0.562651,0.0216562,0.0138639,0.0987103,0.20024,0.138639,1.48065,4.0048,4,-6.4615e-14,1.5,4.272,0.475
51.82,0.793502,0.230406,0.562814,0.0225255,0.013765,0.0987287,0.200237,0.13765,1.48093,4.00473,4,-6.41709e-14,1.5,4.272,0.475
51.83,0.793186,0.231013,0.562976,0.0233951,0.0136662,0.0987471,0.200233,0.136662,1.48121,4.00467,4,-6.41709e-14,1.5,4.272,0.475
51.84,0.792868,0.231619,0.563138,0.0242649,0.0135673,0.0987652,0.20023,0.135673,1.48148,4.0046,4,-6.37268e-14,1.5,4.272,0.475
51.85,0.792549,0.232224,0.563299,0.025135,0.0134684,0.0987833,0.200227,0.134684,1.48175,4.00453,4,-6.32827e-14,1.5,4.272,0.475
51.86,0.79223,0.232829,0.563459,0.0260053,0.0133695,0.0988012,0.200223,0.133695,1.48202,4.00447,4,-6.35048e-14,1.5,4.272,0.475
51.87,0.791909,0.233432,0.563619,0.0268759,0.0132706,0.098819,0.20022,0.132706,1.48228,4.0044,4,-6.35048e-14,1.5,4.272,0.475
51.88,0.791588,0.234036,0.563778,0.0277468,0.0131717,0.0988366,0.200217,0.131717,1.48255,4.00433,4,-6.35048e-14,1.5,4.272,0.475
51.89,0.791266,0.234638,0.563936,0.0286179,0.0130727,0.0988541,0.200214,0.130727,1.48281,4.00427,4,-6.35048e-14,1.5,4.272,0.475
51.9,0.790943,0.23524,0.564094,0.0294892,0.0129738,0.0988715,0.20021,0.129738,1.48307,4.00421,4,-6.32827e-14,1.5,4.272,0.475
51.91,0.790619,0.235841,0.564251,0.0303608,0.0128748,0.0988888,0.200207,0.128748,1.48333,4.00414,4,-6.30607e-14,1.5,4.272,0.475
51.92,0.790294,0.236441,0.564408,0.0312327,0.0127758,0.0989059,0.200204,0.127758,1.48359,4.00408,4,-6.30607e-14,1.5,4.272,0.475
51.93,0.789968,0.237041,0.564564,0.0321048,0.0126768,0.0989229,0.200201,0.126768,1.48384,4.00402,4,-6.30607e-14,1.5,4.272,0.475
51.94,0.789641,0.23764,0.564719,0.0329771,0.0125777,0.0989397,0.200198,0.125777,1.4841,4.00395,4,-6.35048e-14,1.5,4.272,0.475
51.95,0.789313,0.238238,0.564873,0.0338497,0.0124787,0.0989564,0.200195,0.124787,1.48435,4.00389,4,-6.32827e-14,1.5,4.272,0.475
51.96,0.788984,0.238836,0.565027,0.0347225,0.0123796,0.098973,0.200191,0.123796,1.4846,4.00383,4,-6.30607e-14,1.5,4.272,0.475
51.97,0.788655,0.239433,0.56518,0.0355956,0.0122806,0.0989895,0.200188,0.122806,1.48484,4.00377,4,-6.32827e-14,1.5,4.272,0.475
51.98,0.788324,0.240029,0.565333,0.0364689,0.0121815,0.0990058,0.200185,0.121815,1.48509,4.00371,4,-6.32827e-14,1.5,4.272,0.475
51.99,0.787993,0.240624,0.565485,0.0373425,0.0120824,0.099022,0.200182,0.120824,1.48533,4.00365,4,-6.35048e-14,1.5,4.272,0.475
52,0.78766,0.241219,0.565636,0.0382163,0.0119832,0.0990381,0.200179,0.119832,1.48557,4.00359,4,-6.35048e-14,1.5,4.272,0.475
52.01,0.787327,0.241813,0.565787,0.0390904,0.0118841,0.099054,0.200176,0.118841,1.48581,4.00353,4,-6.23945e-14,1.5,4.272,0.475
52.02,0.786993,0.242406,0.565936,0.0399646,0.011785,0.0990698,0.200174,0.11785,1.48605,4.00347,4,-6.32827e-14,1.5,4.272,0.475
52.03,0.786658,0.242999,0.566086,0.0408392,0.0116858,0.0990854,0.200171,0.116858,1.48628,4.00341,4,-6.35048e-14,1.5,4.272,0.475
52.04,0.786322,0.243591,0.566234,0.0417139,0.0115866,0.099101,0.200168,0.115866,1.48651,4.00335,4,-6.26166e-14,1.5,4.272,0.475
52.05,0.785985,0.244182,0.566382,0.0425889,0.0114874,0.0991164,0.200165,0.114874,1.48675,4.0033,4,-6.28386e-14,1.5,4.272,0.475
52.06,0.785647,0.244773,0.566529,0.0434641,0.0113882,0.0991316,0.200162,0.113882,1.48697,4.00324,4,-6.32827e-14,1.5,4.272,0.475
52.07,0.785309,0.245363,0.566676,0.0443396,0.011289,0.0991467,0.200159,0.11289,1.4872,4.00318,4,-6.30607e-14,1.5,4.272,0.475
52.08,0.784969,0.245952,0.566822,0.0452153,0.0111898,0.0991617,0.200156,0.111898,1.48743,4.00313,4,-6.30607e-14,1.5,4.272,0.475
52.09,0.784628,0.24654,0.566967,0.0460912,0.0110905,0.0991766,0.200154,0.110905,1.48765,4.00307,4,-6.30607e-14,1.5,4.272,0.475
52.1,0.784287,0.247128,0.567112,0.0469674,0.0109913,0.0991913,0.200151,0.109913,1.48787,4.00302,4,-6.28386e-14,1.5,4.272,0.475
52.11,0.783945,0.247715,0.567256,0.0478438,0.010892,0.0992059,0.200148,0.10892,1.48809,4.00296,4,-6.26166e-14,1.5,4.272,0.475
52.12,0.783602,0.248301,0.567399,0.0487204,0.0107927,0.0992204,0.200146,0.107927,1.48831,4.00291,4,-6.28386e-14,1.5,4.272,0.475
52.13,0.783257,0.248887,0.567541,0.0495973,0.0106934,0.0992347,0.200143,0.106934,1.48852,4.00286,4,-6.26166e-14,1.5,4.272,0.475
52.14,0.782912,0.249472,0.567683,0.0504743,0.0105941,0.0992489,0.20014,0.105941,1.48873,4.0028,4,-6.28386e-14,1.5,4.272,0.475
52.15,0.782567,0.250056,0.567824,0.0513516,0.0104948,0.099263,0.200138,0.104948,1.48895,4.00275,4,-6.26166e-14,1.5,4.272,0.475
52.16,0.78222,0.250639,0.567965,0.0522292,0.0103954,0.099277,0.200135,0.103954,1.48915,4.0027,4,-6.21725e-14,1.5,4.272,0.475
52.17,0.781872,0.251222,0.568105,0.0531069,0.0102961,0.0992908,0.200132,0.102961,1.48936,4.00265,4,-6.21725e-14,1.5,4.272,0.475
52.18,0.781524,0.251804,0.568244,0.0539849,0.0101967,0.0993044,0.20013,0.101967,1.48957,4.0026,4,-6.23945e-14,1.5,4.272,0.475
52.19,0.781174,0.252385,0.568383,0.0548631,0.0100973,0.099318,0.200127,0.100973,1.48977,4.00255,4,-6.26166e-14,1.5,4.272,0.475
52.2,0.780824,0.252966,0.56852,0.0557415,0.00999795,0.0993314,0.200125,0.0999795,1.48997,4.0025,4,-6.26166e-14,1.5,4.272,0.475
52.21,0.780473,0.253546,0.568657,0.0566202,0.00989855,0.0993446,0.200122,0.0989855,1.49017,4.00245,4,-6.28386e-14,1.5,4.272,0.475
52.22,0.78012,0.254125,0.568794,0.057499,0.00979914,0.0993578,0.20012,0.0979914,1.49037,4.0024,4,-6.23945e-14,1.5,4.272,0.475
52.23,0.779767,0.254703,0.56893,0.0583781,0.00969972,0.0993708,0.200118,0.0969972,1.49056,4.00235,4,-6.28386e-14,1.5,4.272,0.475
52.24,0.779414,0.255281,0.569065,0.0592574,0.00960028,0.0993837,0.200115,0.0960028,1.49075,4.0023,4,-6.19504e-14,1.5,4.272,0.475
52.25,0.779059,0.255858,0.569199,0.0601369,0.00950084,0.0993964,0.200113,0.0950084,1.49095,4.00226,4,-6.21725e-14,1.5,4.272,0.475
52.26,0.778703,0.256434,0.569333,0.0610166,0.00940138,0.099409,0.20011,0.0940138,1.49114,4.00221,4,-6.21725e-14,1.5,4.272,0.475
52.27,0.778347,0.25701,0.569466,0.0618965,0.00930191,0.0994215,0.200108,0.0930191,1.49132,4.00216,4,-6.23945e-14,1.5,4.272,0.475
52.28,0.777989,0.257585,0.569598,0.0627767,0.00920243,0.0994338,0.200106,0.0920243,1.49151,4.00212,4,-6.28386e-14,1.5,4.272,0.475
52.29,0.777631,0.258159,0.56973,0.0636571,0.00910294,0.099446,0.200104,0.0910294,1.49169,4.00207,4,-6.23945e-14,1.5,4.272,0.475
52.3,0.777272,0.258732,0.569861,0.0645376,0.00900343,0.0994581,0.200101,0.0900343,1.49187,4.00203,4,-6.19504e-14,1.5,4.272,0.475
52.31,0.776912,0.259305,0.569991,0.0654184,0.00890392,0.0994701,0.200099,0.0890392,1.49205,4.00198,4,-6.23945e-14,1.5,4.272,0.475
52.32,0.776551,0.259877,0.57012,0.0662994,0.00880439,0.0994819,0.200097,0.0880439,1.49223,4.00194,4,-6.21725e-14,1.5,4.272,0.475
52.33,0.776189,0.260448,0.570249,0.0671806,0.00870486,0.0994936,0.200095,0.0870486,1.4924,4.00189,4,-6.17284e-14,1.5,4.272,0.475
52.34,0.775826,0.261019,0.570377,0.068062,0.00860531,0.0995051,0.200093,0.0860531,1.49258,4.00185,4,-6.23945e-14,1.5,4.272,0.475
52.35,0.775463,0.261588,0.570505,0.0689436,0.00850576,0.0995165,0.20009,0.0850576,1.49275,4.00181,4,-6.19504e-14,1.5,4.272,0.475
52.36,0.775098,0.262157,0.570631,0.0698254,0.00840619,0.0995278,0.200088,0.0840619,1.49292,4.00177,4,-6.21725e-14,1.5,4.272,0.475
52.37,0.774733,0.262726,0.570758,0.0707074,0.00830661,0.0995389,0.200086,0.0830661,1.49308,4.00172,4,-6.17284e-14,1.5,4.272,0.475
52.38,0.774367,0.263293,0.570883,0.0715897,0.00820703,0.09955,0.200084,0.0820703,1.49325,4.00168,4,-6.21725e-14,1.5,4.272,0.475
52.39,0.774,0.26386,0.571007,0.0724721,0.00810743,0.0995608,0.200082,0.0810743,1.49341,4.00164,4,-6.21725e-14,1.5,4.272,0.475
52.4,0.773632,0.264426,0.571131,0.0733547,0.00800782,0.0995716,0.20008,0.0800782,1.49357,4.0016,4,-6.19504e-14,1.5,4.272,0.475
52.41,0.773263,0.264992,0.571255,0.0742375,0.00790821,0.0995822,0.200078,0.0790821,1.49373,4.00156,4,-6.17284e-14,1.5,4.272,0.475
52.42,0.772894,0.265557,0.571377,0.0751206,0.00780858,0.0995927,0.200076,0.0780858,1.49389,4.00152,4,-6.17284e-14,1.5,4.272,0.475
52.43,0.772523,0.266121,0.571499,0.0760038,0.00770894,0.099603,0.200074,0.0770894,1.49405,4.00149,4,-6.21725e-14,1.5,4.272,0.475
52.44,0.772152,0.266684,0.57162,0.0768872,0.0076093,0.0996132,0.200072,0.076093,1.4942,4.00145,4,-6.21725e-14,1.5,4.272,0.475
52.45,0.77178,0.267246,0.57174,0.0777708,0.00750965,0.0996233,0.20007,0.0750965,1.49435,4.00141,4,-6.21725e-14,1.5,4.272,0.475
52.46,0.771407,0.267808,0.57186,0.0786546,0.00740998,0.0996333,0.200069,0.0740998,1.4945,4.00137,4,-6.19504e-14,1.5,4.272,0.475
52.47,0.771033,0.268369,0.571979,0.0795386,0.00731031,0.0996431,0.200067,0.0731031,1.49465,4.00134,4,-6.19504e-14,1.5,4.272,0.475
52.48,0.770658,0.26893,0.572097,0.0804228,0.00721063,0.0996528,0.200065,0.0721063,1.49479,4.0013,4,-6.19504e-14,1.5,4.272,0.475
52.49,0.770282,0.269489,0.572215,0.0813071,0.00711094,0.0996623,0.200063,0.0711094,1.49493,4.00126,4,-6.17284e-14,1.5,4.272,0.475
52.5,0.769906,0.270048,0.572331,0.0821917,0.00701124,0.0996717,0.200061,0.0701124,1.49508,4.00123,4,-6.17284e-14,1.5,4.272,0.475
52.51,0.769529,0.270606,0.572448,0.0830765,0.00691154,0.099681,0.20006,0.0691154,1.49522,4.00119,4,-6.17284e-14,1.5,4.272,0.475
52.52,0.76915,0.271164,0.572563,0.0839614,0.00681182,0.0996902,0.200058,0.0681182,1.49535,4.00116,4,-6.10623e-14,1.5,4.272,0.475
52.53,0.768771,0.271721,0.572678,0.0848465,0.0067121,0.0996992,0.200056,0.067121,1.49549,4.00113,4,-6.17284e-14,1.5,4.272,0.475
52.54,0.768391,0.272277,0.572791,0.0857318,0.00661237,0.0997081,0.200055,0.0661237,1.49562,4.00109,4,-6.10623e-14,1.5,4.272,0.475
52.55,0.768011,0.272832,0.572905,0.0866173,0.00651263,0.0997168,0.200053,0.0651263,1.49575,4.00106,4,-6.15064e-14,1.5,4.272,0.475
52.56,0.767629,0.273386,0.573017,0.087503,0.00641288,0.0997255,0.200051,0.0641288,1.49588,4.00103,4,-6.17284e-14,1.5,4.272,0.475
52.57,0.767247,0.27394,0.573129,0.0883889,0.00631313,0.0997339,0.20005,0.0631313,1.49601,4.001,4,-6.15064e-14,1.5,4.272,0.475
52.58,0.766863,0.274493,0.57324,0.0892749,0.00621336,0.0997423,0.200048,0.0621336,1.49613,4.00097,4,-6.10623e-14,1.5,4.272,0.475
52.59,0.766479,0.275045,0.57335,0.0901611,0.00611359,0.0997505,0.200047,0.0611359,1.49626,4.00093,4,-6.12843e-14,1.5,4.272,0.475
52.6,0.766094,0.275597,0.57346,0.0910475,0.00601382,0.0997586,0.200045,0.0601382,1.49638,4.0009,4,-6.15064e-14,1.5,4.272,0.475
52.61,0.765708,0.276148,0.573569,0.0919341,0.00591403,0.0997666,0.200044,0.0591403,1.4965,4.00087,4,-6.03961e-14,1.5,4.272,0.475
52.62,0.765322,0.276698,0.573677,0.0928209,0.00581424,0.0997744,0.200042,0.0581424,1.49662,4.00085,4,-6.12843e-14,1.5,4.272,0.475
52.63,0.764934,0.277247,0.573784,0.0937078,0.00571444,0.0997821,0.200041,0.0571444,1.49673,4.00082,4,-6.08402e-14,1.5,4.272,0.475
52.64,0.764546,0.277796,0.573891,0.0945949,0.00561463,0.0997896,0.200039,0.0561463,1.49684,4.00079,4,-6.10623e-14,1.5,4.272,0.475
52.65,0.764157,0.278344,0.573997,0.0954822,0.00551482,0.099797,0.200038,0.0551482,1.49696,4.00076,4,-6.10623e-14,1.5,4.272,0.475
52.66,0.763767,0.278891,0.574102,0.0963696,0.005415,0.0998043,0.200037,0.05415,1.49706,4.00073,4,-6.08402e-14,1.5,4.272,0.475
52.67,0.763376,0.279438,0.574206,0.0972573,0.00531518,0.0998115,0.200035,0.0531518,1.49717,4.00071,4,-6.06182e-14,1.5,4.272,0.475
52.68,0.762984,0.279983,0.57431,0.0981451,0.00521534,0.0998185,0.200034,0.0521534,1.49728,4.00068,4,-6.06182e-14,1.5,4.272,0.475
52.69,0.762592,0.280528,0.574413,0.099033,0.0051155,0.0998254,0.200033,0.051155,1.49738,4.00065,4,-6.06182e-14,1.5,4.272,0.475
52.7,0.762198,0.281072,0.574515,0.0999211,0.00501566,0.0998321,0.200031,0.0501566,1.49748,4.00063,4,-6.01741e-14,1.5,4.272,0.475
52.71,0.761804,0.281616,0.574617,0.100809,0.00491581,0.0998388,0.20003,0.0491581,1.49758,4.0006,4,-6.03961e-14,1.5,4.272,0.475
52.72,0.761409,0.282159,0.574717,0.101698,0.00481595,0.0998453,0.200029,0.0481595,1.49768,4.00058,4,-6.01741e-14,1.5,4.272,0.475
52.73,0.761013,0.282701,0.574817,0.102587,0.00471609,0.0998516,0.200028,0.0471609,1.49777,4.00056,4,-5.9952e-14,1.5,4.272,0.475
52.74,0.760617,0.283242,0.574917,0.103475,0.00461622,0.0998578,0.200027,0.0461622,1.49787,4.00053,4,-5.973e-14,1.5,4.272,0.475
52.75,0.760219,0.283782,0.575015,0.104364,0.00451635,0.0998639,0.200025,0.0451635,1.49796,4.00051,4,-6.01741e-14,1.5,4.272,0.475
52.76,0.759821,0.284322,0.575113,0.105253,0.00441647,0.0998699,0.200024,0.0441647,1.49805,4.00049,4,-6.01741e-14,1.5,4.272,0.475
52.77,0.759422,0.284861,0.57521,0.106143,0.00431658,0.0998757,0.200023,0.0431658,1.49814,4.00047,4,-5.9952e-14,1.5,4.272,0.475
52.78,0.759022,0.285399,0.575306,0.107032,0.00421669,0.0998814,0.200022,0.0421669,1.49822,4.00044,4,-5.90639e-14,1.5,4.272,0.475
52.79,0.758621,0.285937,0.575402,0.107922,0.0041168,0.0998869,0.200021,0.041168,1.4983,4.00042,4,-5.9508e-14,1.5,4.272,0.475
52.8,0.758219,0.286474,0.575496,0.108811,0.0040169,0.0998924,0.20002,0.040169,1.49839,4.0004,4,-5.90639e-14,1.5,4.272,0.475
52.81,0.757817,0.28701,0.57559,0.109701,0.00391699,0.0998977,0.200019,0.0391699,1.49846,4.00038,4,-5.86198e-14,1.5,4.272,0.475
52.82,0.757414,0.287545,0.575684,0.110591,0.00381708,0.0999028,0.200018,0.0381708,1.49854,4.00036,4,-5.83977e-14,1.5,4.272,0.475
52.83,0.75701,0.28808,0.575776,0.111482,0.00371717,0.0999078,0.200017,0.0371717,1.49862,4.00035,4,-5.83977e-14,1.5,4.272,0.475
52.84,0.756605,0.288614,0.575868,0.112372,0.00361725,0.0999127,0.200016,0.0361725,1.49869,4.00033,4,-5.81757e-14,1.5,4.272,0.475
52.85,0.756199,0.289147,0.575959,0.113262,0.00351733,0.0999175,0.200015,0.0351733,1.49876,4.00031,4,-5.79536e-14,1.5,4.272,0.475
52.86,0.755793,0.289679,0.576049,0.114153,0.0034174,0.0999221,0.200015,0.034174,1.49883,4.00029,4,-5.77316e-14,1.5,4.272,0.475
52.87,0.755385,0.290211,0.576139,0.115044,0.00331747,0.0999266,0.200014,0.0331747,1.4989,4.00028,4,-5.75096e-14,1.5,4.272,0.475
52.88,0.754977,0.290741,0.576227,0.115935,0.00321753,0.099931,0.200013,0.0321753,1.49896,4.00026,4,-5.77316e-14,1.5,4.272,0.475
52.89,0.754568,0.291272,0.576315,0.116826,0.00311759,0.0999352,0.200012,0.0311759,1.49903,4.00024,4,-5.77316e-14,1.5,4.272,0.475
52.9,0.754159,0.291801,0.576402,0.117717,0.00301765,0.0999393,0.200011,0.0301765,1.49909,4.00023,4,-5.72875e-14,1.5,4.272,0.475
52.91,0.753748,0.29233,0.576489,0.118609,0.0029177,0.0999432,0.200011,0.029177,1.49915,4.00021,4,-5.77316e-14,1.5,4.272,0.475
52.92,0.753337,0.292857,0.576575,0.1195,0.00281775,0.0999471,0.20001,0.0281775,1.49921,4.0002,4,-5.68434e-14,1.5,4.272,0.475
52.93,0.752924,0.293385,0.576659,0.120392,0.0027178,0.0999507,0.200009,0.027178,1.49926,4.00018,4,-5.68434e-14,1.5,4.272,0.475
52.94,0.752511,0.293911,0.576744,0.121284,0.00261784,0.0999543,0.200009,0.0261784,1.49931,4.00017,4,-5.63993e-14,1.5,4.272,0.475
52.95,0.752098,0.294437,0.576827,0.122176,0.00251788,0.0999577,0.200008,0.0251788,1.49937,4.00016,4,-5.61773e-14,1.5,4.272,0.475
52.96,0.751683,0.294961,0.57691,0.123068,0.00241792,0.099961,0.200007,0.0241792,1.49942,4.00015,4,-5.63993e-14,1.5,4.272,0.475
52.97,0.751268,0.295486,0.576991,0.12396,0.00231795,0.0999642,0.200007,0.0231795,1.49946,4.00013,4,-5.63993e-14,1.5,4.272,0.475
52.98,0.750852,0.296009,0.577072,0.124852,0.00221799,0.0999672,0.200006,0.0221799,1.49951,4.00012,4,-5.61773e-14,1.5,4.272,0.475
52.99,0.750435,0.296532,0.577153,0.125745,0.00211801,0.0999701,0.200006,0.0211801,1.49955,4.00011,4,-5.57332e-14,1.5,4.272,0.475
53,0.750017,0.297054,0.577232,0.126637,0.00201804,0.0999728,0.200005,0.0201804,1.49959,4.0001,4,-5.61773e-14,1.5,4.272,0.475
53.01,0.749598,0.297575,0.577311,0.12753,0.00191806,0.0999755,0.200005,0.0191806,1.49963,4.00009,4,-5.59552e-14,1.5,4.272,0.475
53.02,0.749179,0.298095,0.577389,0.128423,0.00181808,0.099978,0.200004,0.0181808,1.49967,4.00008,4,-5.57332e-14,1.5,4.272,0.475
