t_s,q_NB_w,q_NB_x,q_NB_y,q_NB_z,omega_BN_B_x_radps,omega_BN_B_y_radps,omega_BN_B_z_radps,H_B_x_Nms,H_B_y_Nms,H_B_z_Nms,H_I_x_Nms,H_I_y_Nms,H_I_z_Nms,H_I_mag_Nms,KE_rot_J
1.73,0.365754,0.530638,0.443358,0.622961,-0.0171957,0.0980089,0.200369,-0.171957,1.47013,4.00739,4,3.63043e-14,1.5,4.272,0.475
1.74,0.364958,0.530745,0.442952,0.623625,-0.0172938,0.0979859,0.200373,-0.172938,1.46979,4.00747,4,3.69704e-14,1.5,4.272,0.475
1.75,0.364162,0.530852,0.442545,0.624289,-0.017392,0.0979627,0.200378,-0.17392,1.46944,4.00755,4,3.61933e-14,1.5,4.272,0.475
1.76,0.363366,0.530957,0.442136,0.624952,-0.0174901,0.0979394,0.200382,-0.174901,1.46909,4.00764,4,3.61933e-14,1.5,4.272,0.475
1.77,0.36257,0.531062,0.441727,0.625615,-0.0175882,0.097916,0.200386,-0.175882,1.46874,4.00773,4,3.70814e-14,1.5,4.272,0.475
1.78,0.361773,0.531166,0.441317,0.626276,-0.0176863,0.0978924,0.200391,-0.176863,1.46839,4.00781,4,3.76366e-14,1.5,4.272,0.475
1.79,0.360977,0.531269,0.440906,0.626937,-0.0177844,0.0978687,0.200395,-0.177844,1.46803,4.0079,4,3.70814e-14,1.5,4.272,0.475
1.8,0.36018,0.531372,0.440494,0.627598,-0.0178825,0.0978449,0.200399,-0.178825,1.46767,4.00799,4,3.74145e-14,1.5,4.272,0.475
1.81,0.359383,0.531473,0.440082,0.628258,-0.0179805,0.0978209,0.200404,-0.179805,1.46731,4.00807,4,3.74145e-14,1.5,4.272,0.475
1.82,0.358586,0.531574,0.439668,0.628917,-0.0180785,0.0977968,0.200408,-0.180785,1.46695,4.00816,4,3.75255e-14,1.5,4.272,0.475
1.83,0.357789,0.531675,0.439253,0.629576,-0.0181765,0.0977726,0.200413,-0.181765,1.46659,4.00825,4,3.77476e-14,1.5,4.272,0.475
1.84,0.356991,0.531774,0.438838,0.630234,-0.0182745,0.0977483,0.200417,-0.182745,1.46622,4.00834,4,3.81917e-14,1.5,4.272,0.475
1.85,0.356194,0.531873,0.438421,0.630891,-0.0183724,0.0977238,0.200421,-0.183724,1.46586,4.00843,4,3.83027e-14,1.5,4.272,0.475
1.86,0.355396,0.531971,0.438004,0.631548,-0.0184703,0.0976992,0.200426,-0.184703,1.46549,4.00852,4,3.80806e-14,1.5,4.272,0.475
1.87,0.354598,0.532068,0.437586,0.632204,-0.0185682,0.0976744,0.200431,-0.185682,1.46512,4.00861,4,3.86358e-14,1.5,4.272,0.475
1.88,0.3538,0.532165,0.437166,0.63286,-0.0186661,0.0976496,0.200435,-0.186661,1.46474,4.0087,4,3.87468e-14,1.5,4.272,0.475
1.89,0.353002,0.53226,0.436746,0.633515,-0.0187639,0.0976246,0.20044,-0.187639,1.46437,4.00879,4,3.86358e-14,1.5,4.272,0.475
1.9,0.352204,0.532355,0.436325,0.634169,-0.0188618,0.0975994,0.200444,-0.188618,1.46399,4.00888,4,3.91909e-14,1.5,4.272,0.475
1.91,0.351406,0.53245,0.435903,0.634823,-0.0189596,0.0975741,0.200449,-0.189596,1.46361,4.00898,4,3.91909e-14,1.5,4.272,0.475
1.92,0.350607,0.532543,0.435481,0.635476,-0.0190573,0.0975487,0.200453,-0.190573,1.46323,4.00907,4,3.9635e-14,1.5,4.272,0.475
1.93,0.349808,0.532636,0.435057,0.636128,-0.0191551,0.0975232,0.200458,-0.191551,1.46285,4.00916,4,3.91909e-14,1.5,4.272,0.475
1.94,0.34901,0.532728,0.434632,0.63678,-0.0192528,0.0974975,0.200463,-0.192528,1.46246,4.00926,4,3.9968e-14,1.5,4.272,0.475
1.95,0.348211,0.532819,0.434207,0.637431,-0.0193506,0.0974717,0.200468,-0.193506,1.46208,4.00935,4,3.9968e-14,1.5,4.272,0.475
1.96,0.347412,0.53291,0.43378,0.638081,-0.0194482,0.0974458,0.200472,-0.194482,1.46169,4.00944,4,3.9746e-14,1.5,4.272,0.475
1.97,0.346613,0.532999,0.433353,0.638731,-0.0195459,0.0974198,0.200477,-0.195459,1.4613,4.00954,4,3.9968e-14,1.5,4.272,0.475
1.98,0.345813,0.533088,0.432924,0.63938,-0.0196435,0.0973936,0.200482,-0.196435,1.4609,4.00964,4,4.03011e-14,1.5,4.272,0.475
1.99,0.345014,0.533177,0.432495,0.640028,-0.0197412,0.0973673,0.200487,-0.197412,1.46051,4.00973,4,4.06342e-14,1.5,4.272,0.475
2,0.344214,0.533264,0.432065,0.640676,-0.0198388,0.0973408,0.200491,-0.198388,1.46011,4.00983,4,4.15223e-14,1.5,4.272,0.475
2.01,0.343415,0.533351,0.431634,0.641323,-0.0199363,0.0973142,0.200496,-0.199363,1.45971,4.00992,4,4.13003e-14,1.5,4.272,0.475
2.02,0.342615,0.533437,0.431202,0.64197,-0.0200339,0.0972875,0.200501,-0.200339,1.45931,4.01002,4,4.15223e-14,1.5,4.272,0.475
2.03,0.341815,0.533522,0.430769,0.642615,-0.0201314,0.0972607,0.200506,-0.201314,1.45891,4.01012,4,4.21885e-14,1.5,4.272,0.475
2.04,0.341015,0.533607,0.430335,0.643261,-0.0202289,0.0972337,0.200511,-0.202289,1.45851,4.01022,4,4.20775e-14,1.5,4.272,0.475
2.05,0.340214,0.533691,0.429901,0.643905,-0.0203263,0.0972066,0.200516,-0.203263,1.4581,4.01032,4,4.24105e-14,1.5,4.272,0.475
2.06,0.339414,0.533774,0.429465,0.644549,-0.0204238,0.0971793,0.200521,-0.204238,1.45769,4.01041,4,4.28546e-14,1.5,4.272,0.475
2.07,0.338614,0.533856,0.429028,0.645192,-0.0205212,0.097152,0.200526,-0.205212,1.45728,4.01051,4,4.27436e-14,1.5,4.272,0.475
2.08,0.337813,0.533938,0.428591,0.645835,-0.0206186,0.0971245,0.200531,-0.206186,1.45687,4.01061,4,4.22995e-14,1.5,4.272,0.475
2.09,0.337012,0.534019,0.428153,0.646477,-0.020716,0.0970968,0.200536,-0.20716,1.45645,4.01071,4,4.22995e-14,1.5,4.272,0.475
2.1,0.336212,0.534099,0.427713,0.647118,-0.0208133,0.0970691,0.200541,-0.208133,1.45604,4.01082,4,4.26326e-14,1.5,4.272,0.475
2.11,0.335411,0.534178,0.427273,0.647758,-0.0209106,0.0970412,0.200546,-0.209106,1.45562,4.01092,4,4.24105e-14,1.5,4.272,0.475
2.12,0.33461,0.534257,0.426832,0.648398,-0.0210079,0.0970132,0.200551,-0.210079,1.4552,4.01102,4,4.24105e-14,1.5,4.272,0.475
2.13,0.333808,0.534335,0.42639,0.649037,-0.0211052,0.096985,0.200556,-0.211052,1.45478,4.01112,4,4.28546e-14,1.5,4.272,0.475
2.14,0.333007,0.534412,0.425947,0.649676,-0.0212024,0.0969567,0.200561,-0.212024,1.45435,4.01122,4,4.29656e-14,1.5,4.272,0.475
2.15,0.332206,0.534489,0.425504,0.650314,-0.0212997,0.0969283,0.200566,-0.212997,1.45392,4.01133,4,4.31877e-14,1.5,4.272,0.475
2.16,0.331404,0.534565,0.425059,0.650951,-0.0213968,0.0968998,0.200571,-0.213968,1.4535,4.01143,4,4.36318e-14,1.5,4.272,0.475
2.17,0.330603,0.53464,0.424613,0.651587,-0.021494,0.0968711,0.200577,-0.21494,1.45307,4.01153,4,4.34097e-14,1.5,4.272,0.475
2.18,0.329801,0.534714,0.424167,0.652223,-0.0215911,0.0968423,0.200582,-0.215911,1.45263,4.01164,4,4.38538e-14,1.5,4.272,0.475
2.19,0.328999,0.534788,0.423719,0.652858,-0.0216883,0.0968134,0.200587,-0.216883,1.4522,4.01174,4,4.45199e-14,1.5,4.272,0.475
2.2,0.328197,0.534861,0.423271,0.653493,-0.0217853,0.0967843,0.200592,-0.217853,1.45176,4.01185,4,4.41869e-14,1.5,4.272,0.475
2.21,0.327395,0.534933,0.422822,0.654126,-0.0218824,0.0967551,0.200598,-0.218824,1.45133,4.01195,4,4.4853e-14,1.5,4.272,0.475
2.22,0.326593,0.535004,0.422371,0.654759,-0.0219794,0.0967258,0.200603,-0.219794,1.45089,4.01206,4,4.54081e-14,1.5,4.272,0.475
2.23,0.325791,0.535075,0.42192,0.655392,-0.0220764,0.0966963,0.200608,-0.220764,1.45044,4.01217,4,4.58522e-14,1.5,4.272,0.475
2.24,0.324988,0.535145,0.421468,0.656024,-0.0221734,0.0966667,0.200614,-0.221734,1.45,4.01227,4,4.54081e-14,1.5,4.272,0.475
2.25,0.324186,0.535214,0.421015,0.656655,-0.0222704,0.096637,0.200619,-0.222704,1.44955,4.01238,4,4.64073e-14,1.5,4.272,0.475
2.26,0.323383,0.535283,0.420562,0.657285,-0.0223673,0.0966071,0.200624,-0.223673,1.44911,4.01249,4,4.69624e-14,1.5,4.272,0.475
2.27,0.322581,0.535351,0.420107,0.657915,-0.0224642,0.0965772,0.20063,-0.224642,1.44866,4.0126,4,4.67404e-14,1.5,4.272,0.475
2.28,0.321778,0.535418,0.419651,0.658544,-0.022561,0.096547,0.200635,-0.22561,1.44821,4.0127,4,4.72955e-14,1.5,4.272,0.475
2.29,0.320975,0.535484,0.419195,0.659172,-0.0226579,0.0965168,0.200641,-0.226579,1.44775,4.01281,4,4.76286e-14,1.5,4.272,0.475
2.3,0.320172,0.53555,0.418737,0.659799,-0.0227547,0.0964864,0.200646,-0.227547,1.4473,4.01292,4,4.75175e-14,1.5,4.272,0.475
2.31,0.319369,0.535615,0.418279,0.660426,-0.0228515,0.0964559,0.200652,-0.228515,1.44684,4.01303,4,4.80727e-14,1.5,4.272,0.475
2.32,0.318566,0.535679,0.41782,0.661052,-0.0229482,0.0964253,0.200657,-0.229482,1.44638,4.01314,4,4.77396e-14,1.5,4.272,0.475
2.33,0.317762,0.535743,0.41736,0.661678,-0.023045,0.0963945,0.200663,-0.23045,1.44592,4.01325,4,4.80727e-14,1.5,4.272,0.475
2.34,0.316959,0.535806,0.416899,0.662303,-0.0231417,0.0963636,0.200668,-0.231417,1.44545,4.01337,4,4.86278e-14,1.5,4.272,0.475
2.35,0.316156,0.535868,0.416437,0.662927,-0.0232383,0.0963326,0.200674,-0.232383,1.44499,4.01348,4,4.90719e-14,1.5,4.272,0.475
2.36,0.315352,0.535929,0.415974,0.66355,-0.023335,0.0963015,0.200679,-0.23335,1.44452,4.01359,4,4.89608e-14,1.5,4.272,0.475
2.37,0.314549,0.53599,0.41551,0.664173,-0.0234316,0.0962702,0.200685,-0.234316,1.44405,4.0137,4,4.90719e-14,1.5,4.272,0.475
2.38,0.313745,0.53605,0.415045,0.664795,-0.0235282,0.0962388,0.200691,-0.235282,1.44358,4.01382,4,4.9738e-14,1.5,4.272,0.475
2.39,0.312941,0.536109,0.41458,0.665416,-0.0236247,0.0962072,0.200696,-0.236247,1.44311,4.01393,4,4.94049e-14,1.5,4.272,0.475
2.4,0.312137,0.536168,0.414113,0.666036,-0.0237213,0.0961755,0.200702,-0.237213,1.44263,4.01404,4,4.9627e-14,1.5,4.272,0.475
2.41,0.311333,0.536226,0.413646,0.666656,-0.0238178,0.0961437,0.200708,-0.238178,1.44216,4.01416,4,5.01821e-14,1.5,4.272,0.475
2.42,0.310529,0.536283,0.413178,0.667275,-0.0239142,0.0961118,0.200714,-0.239142,1.44168,4.01427,4,5.05151e-14,1.5,4.272,0.475
2.43,0.309725,0.53634,0.412708,0.667894,-0.0240107,0.0960797,0.200719,-0.240107,1.4412,4.01439,4,5.00711e-14,1.5,4.272,0.475
2.44,0.308921,0.536395,0.412238,0.668511,-0.0241071,0.0960475,0.200725,-0.241071,1.44071,4.0145,4,5.05151e-14,1.5,4.272,0.475
2.45,0.308117,0.53645,0.411767,0.669128,-0.0242035,0.0960152,0.200731,-0.242035,1.44023,4.01462,4,5.05151e-14,1.5,4.272,0.475
2.46,0.307312,0.536505,0.411295,0.669745,-0.0242998,0.0959828,0.200737,-0.242998,1.43974,4.01473,4,5.09592e-14,1.5,4.272,0.475
2.47,0.306508,0.536559,0.410822,0.67036,-0.0243961,0.0959502,0.200743,-0.243961,1.43925,4.01485,4,5.05151e-14,1.5,4.272,0.475
2.48,0.305703,0.536612,0.410349,0.670975,-0.0244924,0.0959175,0.200748,-0.244924,1.43876,4.01497,4,5.07372e-14,1.5,4.272,0.475
2.49,0.304899,0.536664,0.409874,0.671589,-0.0245887,0.0958846,0.200754,-0.245887,1.43827,4.01509,4,5.06262e-14,1.5,4.272,0.475
2.5,0.304094,0.536716,0.409399,0.672202,-0.0246849,0.0958517,0.20076,-0.246849,1.43777,4.0152,4,5.16254e-14,1.5,4.272,0.475
2.51,0.303289,0.536766,0.408922,0.672815,-0.0247811,0.0958186,0.200766,-0.247811,1.43728,4.01532,4,5.10703e-14,1.5,4.272,0.475
2.52,0.302484,0.536817,0.408445,0.673427,-0.0248773,0.0957853,0.200772,-0.248773,1.43678,4.01544,4,5.15143e-14,1.5,4.272,0.475
2.53,0.301679,0.536866,0.407967,0.674038,-0.0249734,0.095752,0.200778,-0.249734,1.43628,4.01556,4,5.11813e-14,1.5,4.272,0.475
2.54,0.300874,0.536915,0.407487,0.674649,-0.0250695,0.0957185,0.200784,-0.250695,1.43578,4.01568,4,5.04041e-14,1.5,4.272,0.475
2.55,0.300069,0.536963,0.407007,0.675258,-0.0251656,0.0956848,0.20079,-0.251656,1.43527,4.0158,4,5.07372e-14,1.5,4.272,0.475
2.56,0.299264,0.537011,0.406526,0.675867,-0.0252617,0.0956511,0.200796,-0.252617,1.43477,4.01592,4,5.05151e-14,1.5,4.272,0.475
2.57,0.298459,0.537057,0.406045,0.676476,-0.0253577,0.0956172,0.200802,-0.253577,1.43426,4.01604,4,5.08482e-14,1.5,4.272,0.475
2.58,0.297654,0.537103,0.405562,0.677083,-0.0254537,0.0955832,0.200808,-0.254537,1.43375,4.01616,4,5.08482e-14,1.5,4.272,0.475
2.59,0.296849,0.537149,0.405078,0.67769,-0.0255496,0.0955491,0.200814,-0.255496,1.43324,4.01629,4,5.10703e-14,1.5,4.272,0.475
2.6,0.296043,0.537194,0.404594,0.678296,-0.0256455,0.0955148,0.20082,-0.256455,1.43272,4.01641,4,5.07372e-14,1.5,4.272,0.475
2.61,0.295238,0.537238,0.404108,0.678901,-0.0257414,0.0954804,0.200827,-0.257414,1.43221,4.01653,4,5.09592e-14,1.5,4.272,0.475
2.62,0.294432,0.537281,0.403622,0.679506,-0.0258373,0.0954459,0.200833,-0.258373,1.43169,4.01665,4,5.15143e-14,1.5,4.272,0.475
2.63,0.293627,0.537324,0.403135,0.68011,-0.0259331,0.0954112,0.200839,-0.259331,1.43117,4.01678,4,5.16254e-14,1.5,4.272,0.475
2.64,0.292821,0.537365,0.402646,0.680713,-0.0260289,0.0953764,0.200845,-0.260289,1.43065,4.0169,4,5.15143e-14,1.5,4.272,0.475
2.65,0.292015,0.537407,0.402157,0.681315,-0.0261247,0.0953415,0.200851,-0.261247,1.43012,4.01703,4,5.17364e-14,1.5,4.272,0.475
2.66,0.291209,0.537447,0.401668,0.681917,-0.0262204,0.0953065,0.200858,-0.262204,1.4296,4.01715,4,5.21805e-14,1.5,4.272,0.475
2.67,0.290404,0.537487,0.401177,0.682518,-0.0263161,0.0952713,0.200864,-0.263161,1.42907,4.01728,4,5.27356e-14,1.5,4.272,0.475
2.68,0.289598,0.537526,0.400685,0.683118,-0.0264118,0.095236,0.20087,-0.264118,1.42854,4.0174,4,5.22915e-14,1.5,4.272,0.475
2.69,0.288792,0.537565,0.400192,0.683717,-0.0265074,0.0952005,0.200876,-0.265074,1.42801,4.01753,4,5.19584e-14,1.5,4.272,0.475
2.7,0.287986,0.537603,0.399699,0.684316,-0.026603,0.095165,0.200883,-0.26603,1.42747,4.01765,4,5.19584e-14,1.5,4.272,0.475
2.71,0.28718,0.53764,0.399204,0.684914,-0.0266986,0.0951293,0.200889,-0.266986,1.42694,4.01778,4,5.18474e-14,1.5,4.272,0.475
2.72,0.286374,0.537677,0.398709,0.685511,-0.0267941,0.0950935,0.200895,-0.267941,1.4264,4.01791,4,5.24025e-14,1.5,4.272,0.475
2.73,0.285568,0.537713,0.398213,0.686107,-0.0268896,0.0950575,0.200902,-0.268896,1.42586,4.01804,4,5.27356e-14,1.5,4.272,0.475
2.74,0.284761,0.537748,0.397716,0.686703,-0.0269851,0.0950214,0.200908,-0.269851,1.42532,4.01816,4,5.29576e-14,1.5,4.272,0.475
2.75,0.283955,0.537782,0.397218,0.687297,-0.0270805,0.0949852,0.200915,-0.270805,1.42478,4.01829,4,5.31797e-14,1.5,4.272,0.475
2.76,0.283149,0.537816,0.396719,0.687892,-0.0271759,0.0949489,0.200921,-0.271759,1.42423,4.01842,4,5.30687e-14,1.5,4.272,0.475
2.77,0.282343,0.537849,0.396219,0.688485,-0.0272713,0.0949124,0.200928,-0.272713,1.42369,4.01855,4,5.32907e-14,1.5,4.272,0.475
2.78,0.281536,0.537882,0.395718,0.689077,-0.0273666,0.0948758,0.200934,-0.273666,1.42314,4.01868,4,5.37348e-14,1.5,4.272,0.475
2.79,0.28073,0.537914,0.395217,0.689669,-0.0274619,0.0948391,0.20094,-0.274619,1.42259,4.01881,4,5.35127e-14,1.5,4.272,0.475
2.8,0.279923,0.537945,0.394714,0.69026,-0.0275572,0.0948023,0.200947,-0.275572,1.42203,4.01894,4,5.35127e-14,1.5,4.272,0.475
2.81,0.279117,0.537975,0.394211,0.69085,-0.0276524,0.0947653,0.200954,-0.276524,1.42148,4.01907,4,5.39568e-14,1.5,4.272,0.475
2.82,0.27831,0.538005,0.393707,0.69144,-0.0277476,0.0947282,0.20096,-0.277476,1.42092,4.0192,4,5.41789e-14,1.5,4.272,0.475
2.83,0.277503,0.538034,0.393202,0.692029,-0.0278428,0.0946909,0.200967,-0.278428,1.42036,4.01933,4,5.39568e-14,1.5,4.272,0.475
2.84,0.276697,0.538063,0.392696,0.692617,-0.0279379,0.0946536,0.200973,-0.279379,1.4198,4.01947,4,5.41789e-14,1.5,4.272,0.475
2.85,0.27589,0.53809,0.392189,0.693204,-0.028033,0.0946161,0.20098,-0.28033,1.41924,4.0196,4,5.38458e-14,1.5,4.272,0.475
2.86,0.275083,0.538118,0.391681,0.69379,-0.0281281,0.0945784,0.200987,-0.281281,1.41868,4.01973,4,5.42899e-14,1.5,4.272,0.475
2.87,0.274277,0.538144,0.391172,0.694376,-0.0282231,0.0945407,0.200993,-0.282231,1.41811,4.01986,4,5.42899e-14,1.5,4.272,0.475
2.88,0.27347,0.53817,0.390663,0.694961,-0.0283181,0.0945028,0.201,-0.283181,1.41754,4.02,4,5.39568e-14,1.5,4.272,0.475
2.89,0.272663,0.538195,0.390152,0.695545,-0.0284131,0.0944648,0.201007,-0.284131,1.41697,4.02013,4,5.41789e-14,1.5,4.272,0.475
2.9,0.271856,0.53822,0.389641,0.696128,-0.028508,0.0944267,0.201013,-0.28508,1.4164,4.02027,4,5.4845e-14,1.5,4.272,0.475
2.91,0.271049,0.538244,0.389128,0.69671,-0.0286029,0.0943884,0.20102,-0.286029,1.41583,4.0204,4,5.52891e-14,1.5,4.272,0.475
2.92,0.270242,0.538267,0.388615,0.697292,-0.0286977,0.09435,0.201027,-0.286977,1.41525,4.02054,4,5.50671e-14,1.5,4.272,0.475
2.93,0.269435,0.538289,0.388101,0.697873,-0.0287926,0.0943115,0.201034,-0.287926,1.41467,4.02067,4,5.52891e-14,1.5,4.272,0.475
2.94,0.268628,0.538311,0.387586,0.698453,-0.0288873,0.0942728,0.20104,-0.288873,1.41409,4.02081,4,5.55112e-14,1.5,4.272,0.475
2.95,0.267821,0.538333,0.38707,0.699032,-0.0289821,0.094234,0.201047,-0.289821,1.41351,4.02094,4,5.57332e-14,1.5,4.272,0.475
2.96,0.267014,0.538353,0.386554,0.699611,-0.0290768,0.0941951,0.201054,-0.290768,1.41293,4.02108,4,5.4845e-14,1.5,4.272,0.475
2.97,0.266207,0.538373,0.386036,0.700189,-0.0291715,0.0941561,0.201061,-0.291715,1.41234,4.02122,4,5.4845e-14,1.5,4.272,0.475
2.98,0.2654,0.538392,0.385518,0.700766,-0.0292661,0.0941169,0.201068,-0.292661,1.41175,4.02136,4,5.4845e-14,1.5,4.272,0.475
2.99,0.264593,0.538411,0.384998,0.701342,-0.0293607,0.0940776,0.201075,-0.293607,1.41116,4.02149,4,5.52891e-14,1.5,4.272,0.475
3,0.263786,0.538429,0.384478,0.701917,-0.0294553,0.0940382,0.201082,-0.294553,1.41057,4.02163,4,5.57332e-14,1.5,4.272,0.475
3.01,0.262978,0.538446,0.383957,0.702492,-0.0295498,0.0939987,0.201089,-0.295498,1.40998,4.02177,4,5.57332e-14,1.5,4.272,0.475
3.02,0.262171,0.538463,0.383435,0.703066,-0.0296443,0.093959,0.201095,-0.296443,1.40938,4.02191,4,5.57332e-14,1.5,4.272,0.475
3.03,0.261364,0.538479,0.382912,0.703639,-0.0297387,0.0939192,0.201102,-0.297387,1.40879,4.02205,4,5.63993e-14,1.5,4.272,0.475
3.04,0.260557,0.538495,0.382388,0.704211,-0.0298332,0.0938792,0.201109,-0.298332,1.40819,4.02219,4,5.57332e-14,1.5,4.272,0.475
3.05,0.259749,0.538509,0.381864,0.704782,-0.0299275,0.0938392,0.201116,-0.299275,1.40759,4.02233,4,5.63993e-14,1.5,4.272,0.475
3.06,0.258942,0.538523,0.381338,0.705353,-0.0300219,0.093799,0.201123,-0.300219,1.40698,4.02247,4,5.66214e-14,1.5,4.272,0.475
3.07,0.258135,0.538537,0.380812,0.705923,-0.0301162,0.0937587,0.201131,-0.301162,1.40638,4.02261,4,5.66214e-14,1.5,4.272,0.475
3.08,0.257327,0.53855,0.380284,0.706492,-0.0302105,0.0937182,0.201138,-0.302105,1.40577,4.02275,4,5.61773e-14,1.5,4.272,0.475
3.09,0.25652,0.538562,0.379756,0.70706,-0.0303047,0.0936776,0.201145,-0.303047,1.40516,4.02289,4,5.63993e-14,1.5,4.272,0.475
3.1,0.255713,0.538573,0.379227,0.707627,-0.0303989,0.0936369,0.201152,-0.303989,1.40455,4.02304,4,5.61773e-14,1.5,4.272,0.475
3.11,0.254905,0.538584,0.378697,0.708194,-0.030493,0.0935961,0.201159,-0.30493,1.40394,4.02318,4,5.61773e-14,1.5,4.272,0.475
3.12,0.254098,0.538595,0.378166,0.70876,-0.0305872,0.0935552,0.201166,-0.305872,1.40333,4.02332,4,5.63993e-14,1.5,4.272,0.475
3.13,0.25329,0.538604,0.377635,0.709325,-0.0306812,0.0935141,0.201173,-0.306812,1.40271,4.02346,4,5.68434e-14,1.5,4.272,0.475
3.14,0.252483,0.538613,0.377102,0.709889,-0.0307753,0.0934729,0.20118,-0.307753,1.40209,4.02361,4,5.68434e-14,1.5,4.272,0.475
3.15,0.251675,0.538622,0.376569,0.710452,-0.0308693,0.0934315,0.201188,-0.308693,1.40147,4.02375,4,5.75096e-14,1.5,4.272,0.475
3.16,0.250868,0.53863,0.376034,0.711015,-0.0309633,0.0933901,0.201195,-0.309633,1.40085,4.0239,4,5.68434e-14,1.5,4.272,0.475
3.17,0.25006,0.538637,0.375499,0.711576,-0.0310572,0.0933485,0.201202,-0.310572,1.40023,4.02404,4,5.75096e-14,1.5,4.272,0.475
3.18,0.249253,0.538643,0.374963,0.712137,-0.0311511,0.0933067,0.201209,-0.311511,1.3996,4.02419,4,5.72875e-14,1.5,4.272,0.475
3.19,0.248446,0.538649,0.374426,0.712697,-0.0312449,0.0932649,0.201217,-0.312449,1.39897,4.02433,4,5.75096e-14,1.5,4.272,0.475
3.2,0.247638,0.538654,0.373888,0.713256,-0.0313387,0.0932229,0.201224,-0.313387,1.39834,4.02448,4,5.77316e-14,1.5,4.272,0.475
3.21,0.246831,0.538659,0.373349,0.713815,-0.0314325,0.0931808,0.201231,-0.314325,1.39771,4.02462,4,5.77316e-14,1.5,4.272,0.475
3.22,0.246023,0.538663,0.37281,0.714372,-0.0315263,0.0931386,0.201239,-0.315263,1.39708,4.02477,4,5.79536e-14,1.5,4.272,0.475
3.23,0.245216,0.538666,0.372269,0.714929,-0.03162,0.0930962,0.201246,-0.3162,1.39644,4.02492,4,5.68434e-14,1.5,4.272,0.475
3.24,0.244408,0.538669,0.371728,0.715485,-0.0317136,0.0930537,0.201253,-0.317136,1.39581,4.02507,4,5.77316e-14,1.5,4.272,0.475
3.25,0.243601,0.538671,0.371186,0.71604,-0.0318072,0.0930111,0.201261,-0.318072,1.39517,4.02521,4,5.77316e-14,1.5,4.272,0.475
3.26,0.242793,0.538672,0.370643,0.716594,-0.0319008,0.0929684,0.201268,-0.319008,1.39453,4.02536,4,5.79536e-14,1.5,4.272,0.475
3.27,0.241986,0.538673,0.370099,0.717148,-0.0319943,0.0929255,0.201275,-0.319943,1.39388,4.02551,4,5.75096e-14,1.5,4.272,0.475
3.28,0.241178,0.538673,0.369554,0.717701,-0.0320878,0.0928825,0.201283,-0.320878,1.39324,4.02566,4,5.77316e-14,1.5,4.272,0.475
3.29,0.240371,0.538673,0.369008,0.718252,-0.0321813,0.0928394,0.20129,-0.321813,1.39259,4.02581,4,5.75096e-14,1.5,4.272,0.475
3.3,0.239563,0.538672,0.368462,0.718803,-0.0322747,0.0927961,0.201298,-0.322747,1.39194,4.02596,4,5.77316e-14,1.5,4.272,0.475
3.31,0.238756,0.53867,0.367914,0.719353,-0.0323681,0.0927528,0.201305,-0.323681,1.39129,4.02611,4,5.81757e-14,1.5,4.272,0.475
3.32,0.237948,0.538668,0.367366,0.719903,-0.0324614,0.0927093,0.201313,-0.324614,1.39064,4.02626,4,5.83977e-14,1.5,4.272,0.475
3.33,0.237141,0.538665,0.366817,0.720451,-0.0325547,0.0926656,0.20132,-0.325547,1.38998,4.02641,4,5.90639e-14,1.5,4.272,0.475
3.34,0.236333,0.538662,0.366267,0.720999,-0.032648,0.0926219,0.201328,-0.32648,1.38933,4.02656,4,5.86198e-14,1.5,4.272,0.475
3.35,0.235526,0.538658,0.365716,0.721545,-0.0327412,0.092578,0.201336,-0.327412,1.38867,4.02671,4,5.92859e-14,1.5,4.272,0.475
3.36,0.234718,0.538653,0.365164,0.722091,-0.0328344,0.092534,0.201343,-0.328344,1.38801,4.02686,4,5.92859e-14,1.5,4.272,0.475
3.37,0.233911,0.538648,0.364611,0.722636,-0.0329275,0.0924898,0.201351,-0.329275,1.38735,4.02701,4,5.86198e-14,1.5,4.272,0.475
3.38,0.233103,0.538642,0.364058,0.72318,-0.0330206,0.0924456,0.201358,-0.330206,1.38668,4.02717,4,5.90639e-14,1.5,4.272,0.475
3.39,0.232296,0.538635,0.363503,0.723724,-0.0331137,0.0924012,0.201366,-0.331137,1.38602,4.02732,4,5.90639e-14,1.5,4.272,0.475
3.4,0.231488,0.538628,0.362948,0.724266,-0.0332067,0.0923567,0.201374,-0.332067,1.38535,4.02747,4,5.973e-14,1.5,4.272,0.475
3.41,0.230681,0.53862,0.362392,0.724808,-0.0332996,0.092312,0.201381,-0.332996,1.38468,4.02763,4,5.90639e-14,1.5,4.272,0.475
3.42,0.229874,0.538612,0.361835,0.725349,-0.0333926,0.0922673,0.201389,-0.333926,1.38401,4.02778,4,5.9508e-14,1.5,4.272,0.475
3.43,0.229066,0.538603,0.361277,0.725889,-0.0334855,0.0922224,0.201397,-0.334855,1.38334,4.02793,4,5.92859e-14,1.5,4.272,0.475
3.44,0.228259,0.538594,0.360718,0.726428,-0.0335783,0.0921773,0.201404,-0.335783,1.38266,4.02809,4,5.9508e-14,1.5,4.272,0.475
3.45,0.227451,0.538583,0.360159,0.726966,-0.0336711,0.0921322,0.201412,-0.336711,1.38198,4.02824,4,5.9952e-14,1.5,4.272,0.475
